PAPEL,Ano,P/L,P/RECEITA (PSR),P/VP,DIVIDEND YIELD (DY),PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,Rentab_1M,Rentab_3M,Rentab_1A,Rentab_2A,Rentab_5A,Rentab_10A
PCAR,2022,-47.08,0.47,0.70,"2,15%","-101,02%","-0,99%","24,84%","-3,26%","19,36%",3.04,-18.07,2.41,-14.33,0.18,0.75,-0.53,23.55,-0.35,0.40,"-1,49%","-5,85%","-0,01%",0.63,-3.74,0.51,0.26,0.69,1.61,"-17,25%",-%,R$ 1.548.959.000,R$ 4.174.959.000,R$ 2.553.000.000,490.177.000,R$ 18.363.000.000,R$ 5.218.000.000,R$ 4.411.000.000,R$ 2.626.000.000,R$ 1.785.000.000,Novo Mercado,"77,40%","100,00%",R$ 35.450.000,Consumo não Cíclico,Alimentos,"-12,71%","1,94%","-5,11%","-84,04%","-94,70%","0,00%"
PCAR,2021,13.28,0.22,0.65,"10,02%","133,05%","1,65%","25,40%","3,42%","7,65%",5.29,11.85,2.86,6.41,0.22,8.06,-0.34,33.27,1.64,0.98,"4,92%","4,29%","1,94%",2.43,5.44,0.56,0.33,0.67,1.08,"3,26%",-%,R$ 1.548.959.000,R$ 4.174.959.000,R$ 2.553.000.000,490.177.000,R$ 18.363.000.000,R$ 5.218.000.000,R$ 4.411.000.000,R$ 2.626.000.000,R$ 1.785.000.000,Novo Mercado,"77,40%","100,00%",R$ 35.450.000,Consumo não Cíclico,Alimentos,"-12,71%","1,94%","-5,11%","-84,04%","-94,70%","0,00%"
PCAR,2020,16.88,0.72,2.20,"0,78%","13,09%","4,25%","26,83%","5,13%","8,19%",10.95,17.47,8.77,13.99,0.69,-43.69,-1.03,34.14,4.45,0.96,"13,02%","7,60%","4,36%",2.18,3.48,0.55,0.31,0.68,0.95,"-5,83%",-%,R$ 1.548.959.000,R$ 4.174.959.000,R$ 2.553.000.000,490.177.000,R$ 18.363.000.000,R$ 5.218.000.000,R$ 4.411.000.000,R$ 2.626.000.000,R$ 1.785.000.000,Novo Mercado,"77,40%","100,00%",R$ 35.450.000,Consumo não Cíclico,Alimentos,"-12,71%","1,94%","-5,11%","-84,04%","-94,70%","0,00%"
AZZA,Atual,8.85,0.61,0.84,"1,75%","14,94%","6,88%","54,72%","6,76%","12,21%",6.56,11.83,4.99,9.00,0.45,2.71,-0.81,40.39,3.85,0.74,"9,53%","0,93%","5,12%",1.57,2.83,0.36,0.54,0.46,1.61,"48,66%","74,87%",R$ 6.436.287.000,R$ 8.646.486.000,R$ 8.339.548.000,206.489.000,R$ 15.516.832.000,R$ 6.865.973.000,R$ 3.033.361.000,R$ 2.210.199.000,R$ 823.162.000,Novo Mercado,"56,14%","100,00%",R$ 60.478.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-12,66%","-25,59%","-40,52%","-59,30%","-36,88%","82,16%"
AZZA,2024,17.87,0.73,0.79,"3,77%","67,43%","4,08%","53,28%","4,58%","9,53%",10.00,20.82,7.65,15.92,0.40,2.64,-0.73,37.30,1.65,0.55,"4,44%","1,09%","2,22%",2.35,4.90,0.34,0.50,0.49,1.51,"37,92%","15,86%",R$ 6.436.287.000,R$ 8.646.486.000,R$ 8.339.548.000,206.489.000,R$ 15.516.832.000,R$ 6.865.973.000,R$ 3.033.361.000,R$ 2.210.199.000,R$ 823.162.000,Novo Mercado,"56,14%","100,00%",R$ 60.478.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-12,66%","-25,59%","-40,52%","-59,30%","-36,88%","82,16%"
AZZA,2023,33.36,2.75,4.58,"2,37%","117,48%","8,24%","54,24%","11,53%","16,13%",17.47,24.44,17.05,23.85,2.23,21.40,-4.35,14.09,1.93,0.81,"13,73%","13,43%","6,67%",0.42,0.59,0.37,0.49,0.51,1.27,"25,99%","22,82%",R$ 6.436.287.000,R$ 8.646.486.000,R$ 8.339.548.000,206.489.000,R$ 15.516.832.000,R$ 6.865.973.000,R$ 3.033.361.000,R$ 2.210.199.000,R$ 823.162.000,Novo Mercado,"56,14%","100,00%",R$ 60.478.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-12,66%","-25,59%","-40,52%","-59,30%","-36,88%","82,16%"
AZZA,2022,38.05,3.82,6.09,"2,35%","69,51%","10,03%","53,94%","12,99%","16,92%",22.46,29.24,22.56,29.37,3.47,21.60,-7.10,12.85,2.06,0.91,"16,00%","16,36%","9,07%",-0.10,-0.14,0.15,0.57,0.43,1.46,"25,49%","22,29%",R$ 6.436.287.000,R$ 8.646.486.000,R$ 8.339.548.000,206.489.000,R$ 15.516.832.000,R$ 6.865.973.000,R$ 3.033.361.000,R$ 2.210.199.000,R$ 823.162.000,Novo Mercado,"56,14%","100,00%",R$ 60.478.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-12,66%","-25,59%","-40,52%","-59,30%","-36,88%","82,16%"
AZZA,2021,42.27,4.63,9.96,"0,86%","17,87%","10,95%","52,24%","14,89%","17,97%",26.58,32.09,25.76,31.11,4.71,124.05,-9.22,7.71,1.82,1.02,"23,55%","21,01%","11,09%",0.81,0.98,0.34,0.47,0.53,1.08,"22,54%","26,31%",R$ 6.436.287.000,R$ 8.646.486.000,R$ 8.339.548.000,206.489.000,R$ 15.516.832.000,R$ 6.865.973.000,R$ 3.033.361.000,R$ 2.210.199.000,R$ 823.162.000,Novo Mercado,"56,14%","100,00%",R$ 60.478.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-12,66%","-25,59%","-40,52%","-59,30%","-36,88%","82,16%"
AZZA,2020,289.74,8.85,10.44,"0,78%","308,53%","3,05%","47,47%","5,79%","10,89%",84.72,159.31,81.28,152.84,4.97,21.54,-11.11,6.53,0.24,0.56,"3,60%","4,30%","1,72%",3.44,6.47,0.47,0.48,0.52,1.72,"7,26%","-16,49%",R$ 6.436.287.000,R$ 8.646.486.000,R$ 8.339.548.000,206.489.000,R$ 15.516.832.000,R$ 6.865.973.000,R$ 3.033.361.000,R$ 2.210.199.000,R$ 823.162.000,Novo Mercado,"56,14%","100,00%",R$ 60.478.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-12,66%","-25,59%","-40,52%","-59,30%","-36,88%","82,16%"
CEAB,Atual,9.77,0.61,1.42,"2,40%",-,"6,26%","55,09%","12,29%","14,32%",4.50,5.24,4.27,4.97,0.55,3.58,-1.05,11.21,1.63,0.90,"14,53%","18,15%","5,66%",0.23,0.27,0.37,0.39,0.61,1.49,"14,45%",-,R$ 4.802.458.000,R$ 5.066.417.000,R$ 3.455.688.000,308.245.000,R$ 8.869.904.000,R$ 4.176.956.000,R$ 1.267.836.000,R$ 263.959.000,R$ 1.003.877.000,Novo Mercado,"32,93%","100,00%",R$ 53.877.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-5,75%","-6,26%","69,96%","161,52%","50,83%","0,00%"
CEAB,2024,5.48,0.32,0.75,"4,28%","0,00%","5,93%","54,69%","10,60%","12,80%",2.46,2.97,2.54,3.07,0.25,2.17,-0.49,10.73,1.47,0.76,"13,68%","15,58%","4,50%",-0.08,-0.09,0.45,0.33,0.67,1.30,"7,64%","-14,18%",R$ 4.802.458.000,R$ 5.066.417.000,R$ 3.455.688.000,308.245.000,R$ 8.869.904.000,R$ 4.176.956.000,R$ 1.267.836.000,R$ 263.959.000,R$ 1.003.877.000,Novo Mercado,"32,93%","100,00%",R$ 53.877.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-5,75%","-6,26%","69,96%","161,52%","50,83%","0,00%"
CEAB,2023,1014.10,0.36,0.80,"0,00%","0,00%","0,04%","52,42%","5,87%","11,34%",3.61,6.98,3.17,6.12,0.26,1.94,-0.49,9.77,0.007721,0.71,"0,08%","7,61%","0,03%",0.45,0.86,0.56,0.32,0.68,1.39,"5,40%","-57,58%",R$ 4.802.458.000,R$ 5.066.417.000,R$ 3.455.688.000,308.245.000,R$ 8.869.904.000,R$ 4.176.956.000,R$ 1.267.836.000,R$ 263.959.000,R$ 1.003.877.000,Novo Mercado,"32,93%","100,00%",R$ 53.877.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-5,75%","-6,26%","69,96%","161,52%","50,83%","0,00%"
CEAB,2022,840.33,0.11,0.24,"0,00%","0,00%","0,01%","50,23%","4,34%","9,11%",5.07,10.65,1.25,2.63,0.07,0.66,-0.14,9.73,0.002725,0.64,"0,03%","4,35%","0,008619%",3.82,8.02,0.72,0.31,0.69,1.29,-%,-%,R$ 4.802.458.000,R$ 5.066.417.000,R$ 3.455.688.000,308.245.000,R$ 8.869.904.000,R$ 4.176.956.000,R$ 1.267.836.000,R$ 263.959.000,R$ 1.003.877.000,Novo Mercado,"32,93%","100,00%",R$ 53.877.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-5,75%","-6,26%","69,96%","161,52%","50,83%","0,00%"
CEAB,2021,5.76,0.37,0.63,"0,00%","0,00%","6,38%","46,52%","1,80%","6,59%",9.63,35.24,5.58,20.43,0.22,1.25,-0.40,9.72,1.07,0.59,"10,98%","-5,38%","3,79%",4.05,14.81,0.46,0.35,0.65,1.63,-%,-%,R$ 4.802.458.000,R$ 5.066.417.000,R$ 3.455.688.000,308.245.000,R$ 8.869.904.000,R$ 4.176.956.000,R$ 1.267.836.000,R$ 263.959.000,R$ 1.003.877.000,Novo Mercado,"32,93%","100,00%",R$ 53.877.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-5,75%","-6,26%","69,96%","161,52%","50,83%","0,00%"
CEAB,2020,-23.89,0.97,1.50,"0,00%","-46,97%","-4,07%","46,42%","-4,02%","2,01%",63.15,-31.57,48.40,-24.19,0.54,3.13,-1.05,8.61,-0.54,0.56,"-6,27%","-6,56%","-2,28%",14.75,-7.37,0.46,0.36,0.64,1.56,-%,-%,R$ 4.802.458.000,R$ 5.066.417.000,R$ 3.455.688.000,308.245.000,R$ 8.869.904.000,R$ 4.176.956.000,R$ 1.267.836.000,R$ 263.959.000,R$ 1.003.877.000,Novo Mercado,"32,93%","100,00%",R$ 53.877.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-5,75%","-6,26%","69,96%","161,52%","50,83%","0,00%"
GUAR,Atual,10.31,0.42,0.77,"1,40%","21,56%","4,05%","59,87%","8,46%","12,94%",3.81,5.83,3.22,4.93,0.31,1.54,-0.83,11.07,0.82,0.75,"7,45%","9,38%","3,04%",0.59,0.90,0.36,0.41,0.59,1.48,"10,24%",-,R$ 4.148.352.000,R$ 4.920.926.000,R$ 5.527.430.000,499.200.000,R$ 13.546.372.000,R$ 8.442.818.000,R$ 1.972.668.000,R$ 772.574.000,R$ 1.200.094.000,Nível 1,"16,41%","0,00%",R$ 6.658.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","9,71%","4,54%","-7,29%","24,32%","-45,78%","77,18%"
GUAR,2024,13.14,0.32,0.57,"1,94%","25,52%","2,44%","58,98%","7,91%","12,61%",2.95,4.71,2.54,4.06,0.23,1.09,-0.64,10.82,0.47,0.71,"4,35%","8,61%","1,72%",0.41,0.65,0.36,0.40,0.60,1.48,"4,29%","-16,88%",R$ 4.148.352.000,R$ 4.920.926.000,R$ 5.527.430.000,499.200.000,R$ 13.546.372.000,R$ 8.442.818.000,R$ 1.972.668.000,R$ 772.574.000,R$ 1.200.094.000,Nível 1,"16,41%","0,00%",R$ 6.658.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","9,71%","4,54%","-7,29%","24,32%","-45,78%","77,18%"
GUAR,2023,-95.29,0.37,0.63,"0,00%","-204,72%","-0,39%","58,46%","4,87%","9,57%",5.14,10.12,3.88,7.63,0.23,0.90,-0.64,10.46,-0.07,0.62,"-0,66%","4,75%","-0,24%",1.27,2.49,0.67,0.37,0.63,1.66,"4,11%",-%,R$ 4.148.352.000,R$ 4.920.926.000,R$ 5.527.430.000,499.200.000,R$ 13.546.372.000,R$ 8.442.818.000,R$ 1.972.668.000,R$ 772.574.000,R$ 1.200.094.000,Nível 1,"16,41%","0,00%",R$ 6.658.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","9,71%","4,54%","-7,29%","24,32%","-45,78%","77,18%"
GUAR,2022,62.62,0.38,0.62,"2,15%","480,18%","0,61%","58,18%","4,29%","8,79%",6.61,13.57,4.38,8.98,0.21,0.84,-0.65,10.54,0.10,0.56,"0,99%","2,85%","0,34%",2.24,4.59,0.78,0.35,0.65,1.62,"5,59%","-38,06%",R$ 4.148.352.000,R$ 4.920.926.000,R$ 5.527.430.000,499.200.000,R$ 13.546.372.000,R$ 8.442.818.000,R$ 1.972.668.000,R$ 772.574.000,R$ 1.200.094.000,Nível 1,"16,41%","0,00%",R$ 6.658.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","9,71%","4,54%","-7,29%","24,32%","-45,78%","77,18%"
GUAR,2021,12.68,0.80,1.09,"4,08%","44,71%","6,28%","53,84%","5,70%","10,29%",9.73,17.57,7.73,13.96,0.40,2.09,-1.02,10.55,0.91,0.50,"8,60%","1,92%","3,13%",2.00,3.61,0.68,0.36,0.64,1.45,"4,05%","7,37%",R$ 4.148.352.000,R$ 4.920.926.000,R$ 5.527.430.000,499.200.000,R$ 13.546.372.000,R$ 8.442.818.000,R$ 1.972.668.000,R$ 772.574.000,R$ 1.200.094.000,Nível 1,"16,41%","0,00%",R$ 6.658.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","9,71%","4,54%","-7,29%","24,32%","-45,78%","77,18%"
GUAR,2020,-274.15,1.19,1.48,"2,72%","-937,17%","-0,43%","50,60%","-0,50%","4,58%",28.51,-259.39,26.04,-236.89,0.54,2.06,-1.45,10.07,-0.05,0.45,"-0,54%","-2,24%","-0,20%",2.47,-22.50,0.81,0.36,0.64,1.71,"2,54%",-%,R$ 4.148.352.000,R$ 4.920.926.000,R$ 5.527.430.000,499.200.000,R$ 13.546.372.000,R$ 8.442.818.000,R$ 1.972.668.000,R$ 772.574.000,R$ 1.200.094.000,Nível 1,"16,41%","0,00%",R$ 6.658.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","9,71%","4,54%","-7,29%","24,32%","-45,78%","77,18%"
AMAR,Atual,-10.11,0.41,2.13,-,-,"-4,03%","51,34%","12,16%","17,31%",4.89,6.96,2.36,3.35,0.31,-1.47,-0.41,0.56,-0.12,0.75,"-21,06%","18,95%","-3,02%",2.53,3.61,2.33,0.14,0.86,0.56,"-6,72%",-,R$ 600.743.000,R$ 1.263.360.000,R$ 289.343.000,513.456.000,R$ 2.018.171.000,R$ 526.997.000,R$ 672.865.000,R$ 662.617.000,R$ 10.248.000,Novo Mercado,"46,13%","0,10%",R$ 242.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-6,40%","-17,02%","-6,40%","-70,38%","-96,88%","-97,06%"
AMAR,2024,-1.64,0.37,1.82,"0,00%","0,00%","-22,68%","49,10%","-3,13%","1,94%",39.42,-24.48,19.18,-11.91,0.27,-1.68,-0.39,0.55,-0.62,0.73,"-110,95%","-6,25%","-16,58%",20.24,-12.57,2.25,0.15,0.85,0.65,"-13,55%",-%,R$ 600.743.000,R$ 1.263.360.000,R$ 289.343.000,513.456.000,R$ 2.018.171.000,R$ 526.997.000,R$ 672.865.000,R$ 662.617.000,R$ 10.248.000,Novo Mercado,"46,13%","0,10%",R$ 242.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-6,40%","-17,02%","-6,40%","-70,38%","-96,88%","-97,06%"
AMAR,2023,-3.80,1.15,140.47,"0,00%","0,00%","-30,37%","47,77%","-24,36%","-21,62%",-7.33,-6.50,-5.33,-4.73,0.76,-4.42,-1.58,0.03,-0.98,0.66,"-3.700,50%","-60,47%","-20,13%",-2.00,-1.77,59.37,0.005441,0.99,0.75,"-9,73%",-%,R$ 600.743.000,R$ 1.263.360.000,R$ 289.343.000,513.456.000,R$ 2.018.171.000,R$ 526.997.000,R$ 672.865.000,R$ 662.617.000,R$ 10.248.000,Novo Mercado,"46,13%","0,10%",R$ 242.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-6,40%","-17,02%","-6,40%","-70,38%","-96,88%","-97,06%"
AMAR,2022,-8.21,1.17,6.20,"0,00%","0,00%","-14,22%","39,60%","-6,84%","-4,23%",-40.15,-24.85,-27.59,-17.07,0.93,23.10,-1.73,0.20,-0.15,0.79,"-75,59%","-10,69%","-11,28%",-12.57,-7.78,3.29,0.15,0.81,1.09,"-0,89%",-%,R$ 600.743.000,R$ 1.263.360.000,R$ 289.343.000,513.456.000,R$ 2.018.171.000,R$ 526.997.000,R$ 672.865.000,R$ 662.617.000,R$ 10.248.000,Novo Mercado,"46,13%","0,10%",R$ 242.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-6,40%","-17,02%","-6,40%","-70,38%","-96,88%","-97,06%"
AMAR,2021,-135.95,3.86,9.76,"0,00%","0,00%","-2,84%","46,77%","0,19%","3,47%",125.12,2282.64,111.40,2032.43,2.85,28.10,-5.93,0.39,-0.03,0.74,"-7,18%","-3,10%","-2,10%",13.71,250.21,1.46,0.29,0.71,1.24,"-2,41%",-%,R$ 600.743.000,R$ 1.263.360.000,R$ 289.343.000,513.456.000,R$ 2.018.171.000,R$ 526.997.000,R$ 672.865.000,R$ 662.617.000,R$ 10.248.000,Novo Mercado,"46,13%","0,10%",R$ 242.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-6,40%","-17,02%","-6,40%","-70,38%","-96,88%","-97,06%"
AMAR,2020,-40.45,8.17,17.63,"0,00%","0,00%","-20,20%","37,31%","-13,69%","-8,66%",-99.30,-62.85,-94.34,-59.70,5.19,53.95,-11.06,0.39,-0.17,0.64,"-43,57%","-12,12%","-12,83%",-4.97,-3.14,1.46,0.29,0.71,1.22,"-7,53%",-%,R$ 600.743.000,R$ 1.263.360.000,R$ 289.343.000,513.456.000,R$ 2.018.171.000,R$ 526.997.000,R$ 672.865.000,R$ 662.617.000,R$ 10.248.000,Novo Mercado,"46,13%","0,10%",R$ 242.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-6,40%","-17,02%","-6,40%","-70,38%","-96,88%","-97,06%"
LREN,Atual,12.59,1.12,1.67,"4,53%","55,37%","8,86%","61,17%","10,75%","19,03%",5.46,9.66,5.87,10.38,0.92,3.68,-2.23,9.72,1.29,0.82,"13,28%","13,18%","7,30%",-0.41,-0.72,0.06,0.55,0.45,1.74,"15,41%","4,53%",R$ 16.677.312.000,R$ 15.477.123.000,R$ 10.300.491.000,1.059.549.000,R$ 18.735.315.000,R$ 10.994.642.000,R$ 590.597.000,R$ -1.200.189.000,R$ 1.790.786.000,Novo Mercado,"98,89%","100,00%",R$ 225.992.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-11,22%","-9,38%","6,07%","8,01%","-46,51%","35,24%"
LREN,2024,10.73,0.89,1.19,"5,33%","66,50%","8,29%","60,56%","8,72%","17,34%",4.40,8.75,5.13,10.20,0.63,2.75,-1.60,10.17,1.13,0.71,"11,11%","9,69%","5,88%",-0.73,-1.45,0.09,0.53,0.47,1.61,"8,53%","1,72%",R$ 16.677.312.000,R$ 15.477.123.000,R$ 10.300.491.000,1.059.549.000,R$ 18.735.315.000,R$ 10.994.642.000,R$ 590.597.000,R$ -1.200.189.000,R$ 1.790.786.000,Novo Mercado,"98,89%","100,00%",R$ 225.992.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-11,22%","-9,38%","6,07%","8,01%","-46,51%","35,24%"
LREN,2023,17.19,1.23,1.67,"4,10%","53,93%","7,15%","60,23%","6,51%","14,56%",7.85,17.55,8.44,18.87,0.82,3.57,-2.02,10.43,1.01,0.67,"9,72%","6,29%","4,76%",-0.59,-1.32,0.19,0.49,0.51,1.63,"10,12%","-0,88%",R$ 16.677.312.000,R$ 15.477.123.000,R$ 10.300.491.000,1.059.549.000,R$ 18.735.315.000,R$ 10.994.642.000,R$ 590.597.000,R$ -1.200.189.000,R$ 1.790.786.000,Novo Mercado,"98,89%","100,00%",R$ 225.992.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-11,22%","-9,38%","6,07%","8,01%","-46,51%","35,24%"
LREN,2022,15.27,1.49,1.96,"3,26%","67,97%","9,73%","60,17%","10,61%","18,45%",7.61,13.24,8.06,14.02,0.93,3.26,-2.44,10.47,1.34,0.63,"12,80%","10,52%","6,11%",-0.45,-0.78,0.24,0.48,0.52,1.86,"12,26%","12,01%",R$ 16.677.312.000,R$ 15.477.123.000,R$ 10.300.491.000,1.059.549.000,R$ 18.735.315.000,R$ 10.994.642.000,R$ 590.597.000,R$ -1.200.189.000,R$ 1.790.786.000,Novo Mercado,"98,89%","100,00%",R$ 225.992.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-11,22%","-9,38%","6,07%","8,01%","-46,51%","35,24%"
LREN,2021,37.18,2.23,2.40,"1,91%","47,41%","5,99%","58,39%","7,70%","16,36%",12.17,25.86,13.61,28.92,1.10,3.90,-3.17,10.18,0.66,0.49,"6,46%","6,08%","2,96%",-1.44,-3.06,0.35,0.46,0.54,1.76,"10,38%","0,26%",R$ 16.677.312.000,R$ 15.477.123.000,R$ 10.300.491.000,1.059.549.000,R$ 18.735.315.000,R$ 10.994.642.000,R$ 590.597.000,R$ -1.200.189.000,R$ 1.790.786.000,Novo Mercado,"98,89%","100,00%",R$ 225.992.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-11,22%","-9,38%","6,07%","8,01%","-46,51%","35,24%"
LREN,2020,34.78,5.06,6.93,"0,74%","27,66%","14,54%","57,23%","11,37%","21,86%",23.57,45.33,23.14,44.49,2.60,11.68,-6.64,6.28,1.25,0.51,"19,93%","8,47%","7,49%",0.43,0.83,0.62,0.38,0.62,1.58,"4,17%","13,62%",R$ 16.677.312.000,R$ 15.477.123.000,R$ 10.300.491.000,1.059.549.000,R$ 18.735.315.000,R$ 10.994.642.000,R$ 590.597.000,R$ -1.200.189.000,R$ 1.790.786.000,Novo Mercado,"98,89%","100,00%",R$ 225.992.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-11,22%","-9,38%","6,07%","8,01%","-46,51%","35,24%"
VSTE,Atual,1284.94,0.58,0.65,"0,02%","30,01%","0,05%","63,15%","8,45%","19,80%",4.31,10.10,2.95,6.91,0.40,4.74,-0.58,9.18,-,0.69,"0,05%","7,04%","0,03%",1.36,3.18,0.33,0.62,0.38,1.38,"14,12%",-,R$ 669.182.000,R$ 981.010.000,R$ 1.045.955.000,114.000.000,R$ 1.679.929.000,R$ 517.712.000,R$ 345.344.000,R$ 311.828.000,R$ 33.516.000,Novo Mercado,"96,56%","100,00%",R$ 52.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-2,65%","-3,29%","-56,51%","-68,84%","-85,77%","-81,46%"
VSTE,2024,1337.15,0.80,0.85,"0,61%","813,54%","0,06%","63,27%","3,91%","19,53%",5.45,27.21,4.10,20.47,0.54,5.34,-0.76,9.15,0.005833,0.67,"0,06%","2,31%","0,04%",1.35,6.74,0.33,0.63,0.37,1.52,"3,10%",-%,R$ 669.182.000,R$ 981.010.000,R$ 1.045.955.000,114.000.000,R$ 1.679.929.000,R$ 517.712.000,R$ 345.344.000,R$ 311.828.000,R$ 33.516.000,Novo Mercado,"96,56%","100,00%",R$ 52.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-2,65%","-3,29%","-56,51%","-68,84%","-85,77%","-81,46%"
VSTE,2023,102.09,2.10,2.25,"0,57%","57,92%","2,05%","65,67%","2,93%","18,33%",12.74,79.81,11.43,71.60,1.41,10.79,-2.06,9.06,0.20,0.67,"2,21%","-3,03%","1,38%",1.31,8.21,0.30,0.62,0.38,1.70,"-2,26%","-26,12%",R$ 669.182.000,R$ 981.010.000,R$ 1.045.955.000,114.000.000,R$ 1.679.929.000,R$ 517.712.000,R$ 345.344.000,R$ 311.828.000,R$ 33.516.000,Novo Mercado,"96,56%","100,00%",R$ 52.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-2,65%","-3,29%","-56,51%","-68,84%","-85,77%","-81,46%"
VSTE,2022,34.48,1.79,2.04,"0,00%","0,00%","5,19%","61,97%","20,06%","36,95%",5.42,9.98,4.84,8.91,1.20,15.39,-1.75,1.03,0.06,0.67,"5,91%","10,36%","3,47%",0.58,1.06,0.31,0.59,0.41,1.33,"-3,13%","-33,36%",R$ 669.182.000,R$ 981.010.000,R$ 1.045.955.000,114.000.000,R$ 1.679.929.000,R$ 517.712.000,R$ 345.344.000,R$ 311.828.000,R$ 33.516.000,Novo Mercado,"96,56%","100,00%",R$ 52.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-2,65%","-3,29%","-56,51%","-68,84%","-85,77%","-81,46%"
VSTE,2021,-1.62,1.42,-2.35,"0,00%","0,00%","-87,48%","52,20%","-77,35%","3,81%",35.83,-1.76,37.21,-1.83,0.82,54.95,-1.22,-0.58,-0.84,0.58,"-145,21%","134,64%","-52,86%",-1.38,0.07,0.00,-0.35,1.35,1.05,"-4,90%",-%,R$ 669.182.000,R$ 981.010.000,R$ 1.045.955.000,114.000.000,R$ 1.679.929.000,R$ 517.712.000,R$ 345.344.000,R$ 311.828.000,R$ 33.516.000,Novo Mercado,"96,56%","100,00%",R$ 52.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-2,65%","-3,29%","-56,51%","-68,84%","-85,77%","-81,46%"
VSTE,2020,-7.45,7.54,16.31,"0,00%","0,00%","-101,17%","49,28%","-209,69%","-131,92%",-5.63,-3.54,-5.71,-3.60,2.09,19.05,-2.78,0.30,-0.66,0.28,"-218,84%","-678,93%","-93,03%",0.09,0.05,0.00,0.13,0.87,1.81,"-12,81%",-%,R$ 669.182.000,R$ 981.010.000,R$ 1.045.955.000,114.000.000,R$ 1.679.929.000,R$ 517.712.000,R$ 345.344.000,R$ 311.828.000,R$ 33.516.000,Novo Mercado,"96,56%","100,00%",R$ 52.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados","-2,65%","-3,29%","-56,51%","-68,84%","-85,77%","-81,46%"
ALLD,Atual,6.87,0.14,0.51,"25,00%","54,95%","2,07%","11,61%","3,27%","4,22%",4.31,5.58,3.37,4.36,0.23,0.74,-0.82,15.86,1.18,1.61,"7,44%","7,23%","3,34%",0.94,1.21,0.30,0.45,0.55,1.76,"2,65%","-7,83%",R$ 749.442.000,R$ 962.815.000,R$ 1.499.159.000,94.507.000,R$ 3.335.841.000,R$ 2.399.398.000,R$ 450.403.000,R$ 213.373.000,R$ 237.030.000,Novo Mercado,"29,32%","100,00%",R$ 1.246.000,Telecomunicações,Telecomunicações,"14,76%","15,94%","18,98%","57,66%","0,00%","0,00%"
